metric,file,name,value,line
cyclomatic,src/23_Pipeline/05_SearchCrossValidation.jl,"search_cross_validation",1,353
cyclomatic,src/24_Plotting.jl,"plot_portfolio_cumulative_returns",1,0
cyclomatic,src/24_Plotting.jl,"plot_asset_cumulative_returns",1,0
cyclomatic,src/24_Plotting.jl,"plot_composition",1,0
cyclomatic,src/24_Plotting.jl,"plot_stacked_bar_composition",1,0
cyclomatic,src/24_Plotting.jl,"plot_stacked_area_composition",1,0
cyclomatic,src/24_Plotting.jl,"plot_risk_contribution",1,0
cyclomatic,src/24_Plotting.jl,"plot_factor_risk_contribution",1,0
cyclomatic,src/24_Plotting.jl,"plot_dendrogram",1,0
cyclomatic,src/24_Plotting.jl,"plot_clusters",1,0
cyclomatic,src/24_Plotting.jl,"plot_drawdowns",1,0
cyclomatic,src/24_Plotting.jl,"plot_measures",1,0
cyclomatic,src/24_Plotting.jl,"plot_histogram",1,0
cyclomatic,src/24_Plotting.jl,"plot_network",1,0
cyclomatic,src/24_Plotting.jl,"plot_centrality",1,0
cyclomatic,src/24_Plotting.jl,"plot_correlation",1,0
cyclomatic,src/24_Plotting.jl,"plot_mu",1,0
cyclomatic,src/24_Plotting.jl,"plot_sigma",1,0
cyclomatic,src/24_Plotting.jl,"plot_factor_loadings",1,0
cyclomatic,src/24_Plotting.jl,"plot_factor_sigma",1,0
cyclomatic,src/24_Plotting.jl,"plot_eigenspectrum",1,0
cyclomatic,src/24_Plotting.jl,"plot_rolling_measure",1,0
cyclomatic,src/24_Plotting.jl,"plot_weight_stability",1,0
cyclomatic,src/24_Plotting.jl,"plot_cv_scores",1,0
cyclomatic,src/24_Plotting.jl,"plot_turnover",1,0
cyclomatic,src/24_Plotting.jl,"plot_prior",1,0
cyclomatic,src/24_Plotting.jl,"plot_factor_mu",1,0
cyclomatic,src/24_Plotting.jl,"plot_benchmark",1,0
cyclomatic,src/24_Plotting.jl,"plot_coskewness",1,0
cyclomatic,src/24_Plotting.jl,"plot_cokurtosis",1,0
cyclomatic,src/24_Plotting.jl,"plot_portfolio_dashboard",1,0
cyclomatic,src/24_Plotting.jl,"plot_cv_dashboard",1,0
cyclomatic,src/24_Plotting.jl,"plot_efficient_frontier",1,0
cyclomatic,src/24_Plotting.jl,"plot_performance_summary",1,0
cyclomatic,src/24_Plotting.jl,"plot_rolling_drawdowns",1,0
cyclomatic,src/24_Plotting.jl,"relevant_assets",4,1372
cyclomatic,src/25_Aliases.jl,"FLM",1,120
cyclomatic,src/25_Aliases.jl,"MAD",1,132
cyclomatic,src/25_Aliases.jl,"SCM",1,147
cyclomatic,src/25_Aliases.jl,"SLM",1,164
cyclomatic,src/25_Aliases.jl,"ECM",1,180
cyclomatic,src/25_Aliases.jl,"ELM",1,195
cyclomatic,src/25_Aliases.jl,"TLM",1,209
cyclomatic,src/25_Aliases.jl,"SSK",1,222
cyclomatic,src/25_Aliases.jl,"FTCM",1,237
cyclomatic,src/25_Aliases.jl,"FTLM",1,250
cyclomatic,src/25_Aliases.jl,"KT",1,264
cyclomatic,src/25_Aliases.jl,"SKT",1,280
cyclomatic,src/25_Aliases.jl,"OWA_GMD",1,467
cyclomatic,src/25_Aliases.jl,"OWA_CVaR",1,478
cyclomatic,src/25_Aliases.jl,"OWA_TG",1,495
cyclomatic,src/25_Aliases.jl,"OWA_WR",1,509
cyclomatic,src/25_Aliases.jl,"OWA_RG",1,519
cyclomatic,src/25_Aliases.jl,"OWA_CVaR_RG",1,531
cyclomatic,src/25_Aliases.jl,"OWA_TG_RG",1,552
cyclomatic,src/25_Aliases.jl,"OWA_LMoment",1,573
cyclomatic,src/25_Aliases.jl,"ZeroVarianceFilter",1,964
cyclomatic,test/runtests.jl,"find_tol",5,27
cyclomatic,test/runtests.jl,"<anonymous>",1,52
cyclomatic,test/test18_setup.jl,"mr_block1",40,321
cyclomatic,test/test18_setup.jl,"mr_block2",17,458
cyclomatic,test/test18_setup.jl,"mr_block3",8,516
cyclomatic,test/test18_setup.jl,"mr_inline",1,549
cyclomatic,test/test18_setup.jl,"mr_block4",6,559
cyclomatic,test/test18_setup.jl,"mr_block5",4,587
cyclomatic,test/test18_setup.jl,"mr_block6",4,615
cyclomatic,test/test_01_structs.jl,"<anonymous>",1,188
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,8
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",2,101
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,160
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,201
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,216
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,227
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,267
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,269
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,298
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,301
cyclomatic,test/test_02_equation_parsing.jl,"<anonymous>",1,304
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"<anonymous>",1,179
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"<anonymous>",1,245
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"<anonymous>",1,252
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"<anonymous>",1,253
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"fmr",1,387
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"sece",1,463
cyclomatic,test/test_02b_factor_exposure_constraints.jl,"jopt",1,596
cyclomatic,test/test_03_optimisation.jl,"testmodel",1,25
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,46
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,85
cyclomatic,test/test_03_optimisation.jl,"g",1,115
cyclomatic,test/test_03_optimisation.jl,"gs",1,116
cyclomatic,test/test_03_optimisation.jl,"f",1,117
cyclomatic,test/test_03_optimisation.jl,"quintile",1,119
cyclomatic,test/test_03_optimisation.jl,"lo",1,124
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,130
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,135
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,144
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,157
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,219
cyclomatic,test/test_03_optimisation.jl,"nbin",1,247
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,289
cyclomatic,test/test_03_optimisation.jl,"<anonymous>",1,315
cyclomatic,test/test_03b_jump_model_assembly.jl,"assemble_keys",1,19
cyclomatic,test/test_03c_custom_jump_hooks.jl,"PO.add_custom_objective_term!",1,31
cyclomatic,test/test_03c_custom_jump_hooks.jl,"PO.add_custom_objective_term!",1,44
cyclomatic,test/test_03c_custom_jump_hooks.jl,"PO.add_custom_constraint!",1,57
cyclomatic,test/test_03c_custom_jump_hooks.jl,"PO.add_custom_constraint!",1,70
cyclomatic,test/test_03c_custom_jump_hooks.jl,"PO.add_custom_constraint!",1,83
cyclomatic,test/test_03c_custom_jump_hooks.jl,"PO.add_custom_objective_term!",1,95
cyclomatic,test/test_03c_custom_jump_hooks.jl,"exposure",1,118
cyclomatic,test/test_03c_custom_jump_hooks.jl,"minrisk",1,120
cyclomatic,test/test_03c_custom_jump_hooks.jl,"ratio",1,123
cyclomatic,test/test_03c_custom_jump_hooks.jl,"util",1,186
cyclomatic,test/test_03c_custom_jump_hooks.jl,"maxret",1,199
cyclomatic,test/test_03c_custom_jump_hooks.jl,"spy_log",1,219
cyclomatic,test/test_03c_custom_jump_hooks.jl,"<anonymous>",1,227
cyclomatic,test/test_03c_custom_jump_hooks.jl,"<anonymous>",1,233
cyclomatic,test/test_03c_custom_jump_hooks.jl,"<anonymous>",1,245
cyclomatic,test/test_03c_custom_jump_hooks.jl,"<anonymous>",1,246
cyclomatic,test/test_03c_custom_jump_hooks.jl,"<anonymous>",1,247
cyclomatic,test/test_03c_custom_jump_hooks.jl,"<anonymous>",1,248
cyclomatic,test/test_04_owa.jl,"<anonymous>",26,8
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,160
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,163
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,165
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,169
cyclomatic,test/test_08_moments.jl,"giqw",1,499
cyclomatic,test/test_08_moments.jl,"iv_probe_shape",2,865
cyclomatic,test/test_08_moments.jl,"Statistics.cov",1,868
cyclomatic,test/test_08_moments.jl,"Statistics.cor",1,871
cyclomatic,test/test_08_moments.jl,"msg_of",2,988
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1009
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1044
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1050
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1081
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1084
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1088
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1090
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1104
cyclomatic,test/test_08_moments.jl,"windowed_decl",1,1125
cyclomatic,test/test_08_moments.jl,"expand",1,1135
cyclomatic,test/test_08_moments.jl,"bad_msg",1,1136
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1142
cyclomatic,test/test_08_moments.jl,"<anonymous>",1,1143
cyclomatic,test/test_08b_robust_moments.jl,"Statistics.cov",1,9
cyclomatic,test/test_08b_robust_moments.jl,"Statistics.cov",1,14
cyclomatic,test/test_08b_robust_moments.jl,"Statistics.cov",1,18
cyclomatic,test/test_08c_observation_weights.jl,"PortfolioOptimisers.get_observation_weights",1,20
cyclomatic,test/test_08c_observation_weights.jl,"PortfolioOptimisers.get_observation_weights",1,25
cyclomatic,test/test_08c_observation_weights.jl,"PortfolioOptimisers.get_observation_weights",1,34
cyclomatic,test/test_09c_risk_input_kind.jl,"declared_kind",1,44
cyclomatic,test/test_09c_risk_input_kind.jl,"all_concrete",3,48
cyclomatic,test/test_09d_drawdown_series.jl,"ref_absolute",2,14
cyclomatic,test/test_09d_drawdown_series.jl,"ref_relative",2,27
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,26
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,27
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,28
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,30
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,38
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,56
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,57
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,58
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,60
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,61
cyclomatic,test/test_09d_scalarise.jl,"<anonymous>",1,72
cyclomatic,test/test_09e_deferred_quantity.jl,"PortfolioOptimisers.prior",1,17
cyclomatic,test/test_09e_deferred_quantity.jl,"inner",1,443
cyclomatic,test/test_09e_deferred_quantity.jl,"outer",1,444
cyclomatic,test/test_09e_deferred_quantity.jl,"low",1,970
cyclomatic,test/test_09e_deferred_quantity.jl,"high",1,972
cyclomatic,test/test_09e_deferred_quantity.jl,"w_of",1,1128
cyclomatic,test/test_10_uncertainty_set.jl,"g",1,19
cyclomatic,test/test_10_uncertainty_set.jl,"gs",1,20
cyclomatic,test/test_10_uncertainty_set.jl,"f",1,117
cyclomatic,test/test_10_uncertainty_set.jl,"<anonymous>",1,263
cyclomatic,test/test_12c_feature_prior.jl,"PortfolioOptimisers.feature_matrix",2,13
cyclomatic,test/test_12c_feature_prior.jl,"eq_moment",5,28
cyclomatic,test/test_12c_feature_prior.jl,"same_moments",1,37
cyclomatic,test/test_12c_feature_prior.jl,"<anonymous>",1,172
cyclomatic,test/test_12c_feature_prior.jl,"<anonymous>",1,173
cyclomatic,test/test_12c_feature_prior.jl,"<anonymous>",1,174
cyclomatic,test/test_12c_feature_prior.jl,"<anonymous>",1,175
cyclomatic,test/test_12c_feature_prior.jl,"lop",1,218
cyclomatic,test/test_12d_phylogeny_features.jl,"<anonymous>",1,29
cyclomatic,test/test_12d_phylogeny_features.jl,"<anonymous>",1,46
cyclomatic,test/test_12d_phylogeny_features.jl,"mk",1,186
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",1,377
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",1,379
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",2,381
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",2,383
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",1,385
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",1,388
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.separation_decay",1,391
cyclomatic,test/test_12d_phylogeny_features.jl,"FixedAdjacency",1,513
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.calc_adjacency",1,514
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.calc_distance_weighted_graph",1,556
cyclomatic,test/test_12d_phylogeny_features.jl,"PortfolioOptimisers.calc_adjacency",1,559
cyclomatic,test/test_12e_asset_sets_features.jl,"<anonymous>",1,52
cyclomatic,test/test_12e_asset_sets_features.jl,"d",1,100
cyclomatic,test/test_12e_asset_sets_features.jl,"dc",1,115
cyclomatic,test/test_12e_asset_sets_features.jl,"z",1,335
cyclomatic,test/test_12e_asset_sets_features.jl,"z",1,371
cyclomatic,test/test_12f_forward_prior.jl,"plain_prior",1,17
cyclomatic,test/test_12f_forward_prior.jl,"chol_prior",1,21
cyclomatic,test/test_12f_forward_prior.jl,"weighted_prior",1,26
cyclomatic,test/test_12f_forward_prior.jl,"factor_prior",1,32
cyclomatic,test/test_12f_forward_prior.jl,"<anonymous>",1,271
cyclomatic,test/test_12f_forward_prior.jl,"<anonymous>",1,294
cyclomatic,test/test_12g_forwarding_rule.jl,"identity_gap",1,227
cyclomatic,test/test_12g_forwarding_rule.jl,"flat_names",1,326
cyclomatic,test/test_13_phylogeny.jl,"elementwise_pairwise",5,255
cyclomatic,test/test_13_phylogeny.jl,"<anonymous>",1,371
cyclomatic,test/test_13_phylogeny.jl,"hop_oracle",2,922
cyclomatic,test/test_13_phylogeny.jl,"mk",1,1492
cyclomatic,test/test_13_phylogeny.jl,"tree_oracle",1,1627
cyclomatic,test/test_13_phylogeny.jl,"pmfg_similarity",1,1633
cyclomatic,test/test_13_phylogeny.jl,"pmfg_oracle",1,1637
cyclomatic,test/test_13_phylogeny.jl,"tree_P_oracle",2,1717
cyclomatic,test/test_13_phylogeny.jl,"pmfg_P_oracle",2,1728
cyclomatic,test/test_13_phylogeny.jl,"PortfolioOptimisers.calc_distance_weighted_graph",1,1782
cyclomatic,test/test_13_phylogeny.jl,"PortfolioOptimisers.calc_adjacency",1,1786
cyclomatic,test/test_13_phylogeny.jl,"_test_CountingDistance",1,1820
cyclomatic,test/test_13_phylogeny.jl,"PortfolioOptimisers.cor_and_dist",1,1821
cyclomatic,test/test_13_phylogeny.jl,"PortfolioOptimisers.distance",1,1825
cyclomatic,test/test_13_phylogeny.jl,"unw",1,1957
cyclomatic,test/test_13_phylogeny.jl,"eig_noise",1,2006
cyclomatic,test/test_13_phylogeny.jl,"same",2,2007
cyclomatic,test/test_13_phylogeny.jl,"eq",2,2106
cyclomatic,test/test_13_phylogeny.jl,"r",1,2256
cyclomatic,test/test_13_phylogeny.jl,"r",1,2262
cyclomatic,test/test_13_phylogeny.jl,"_test_RecordingHops",1,2272
cyclomatic,test/test_13_phylogeny.jl,"r",1,2273
cyclomatic,test/test_13_phylogeny.jl,"related",1,2290
cyclomatic,test/test_13_phylogeny.jl,"<anonymous>",1,2325
cyclomatic,test/test_13_phylogeny.jl,"<anonymous>",1,2327
cyclomatic,test/test_13b_feature_routing.jl,"PortfolioOptimisers.get_observation_weights",1,9
cyclomatic,test/test_13b_feature_routing.jl,"PortfolioOptimisers.get_observation_weights",1,14
cyclomatic,test/test_13c_feature_views.jl,"_test_RecordingDistance",1,23
cyclomatic,test/test_13c_feature_views.jl,"record!",1,24
cyclomatic,test/test_13c_feature_views.jl,"PO.distance",1,30
cyclomatic,test/test_13c_feature_views.jl,"PO.cor_and_dist",1,34
cyclomatic,test/test_13c_feature_views.jl,"PO.distance",1,38
cyclomatic,test/test_13c_feature_views.jl,"PO.cor_and_dist",1,39
cyclomatic,test/test_13c_feature_views.jl,"hopt",1,55
cyclomatic,test/test_13c_feature_views.jl,"plain_hrp",1,56
cyclomatic,test/test_13c_feature_views.jl,"block_features",2,71
cyclomatic,test/test_13c_feature_views.jl,"run_nco",1,97
cyclomatic,test/test_13c_feature_views.jl,"<anonymous>",1,201
cyclomatic,test/test_13c_feature_views.jl,"<anonymous>",1,207
cyclomatic,test/test_13c_feature_views.jl,"run_nco",1,345
cyclomatic,test/test_13c_feature_views.jl,"mk_nco",1,407
cyclomatic,test/test_13c_feature_views.jl,"mk_hrp",1,483
cyclomatic,test/test_13d_feature_collapse.jl,"_test_RecordingDistance",1,24
cyclomatic,test/test_13d_feature_collapse.jl,"record!",1,25
cyclomatic,test/test_13d_feature_collapse.jl,"PO.distance",1,31
cyclomatic,test/test_13d_feature_collapse.jl,"PO.cor_and_dist",1,35
cyclomatic,test/test_13d_feature_collapse.jl,"PO.distance",1,39
cyclomatic,test/test_13d_feature_collapse.jl,"PO.cor_and_dist",1,40
cyclomatic,test/test_13d_feature_collapse.jl,"hopt",1,52
cyclomatic,test/test_13d_feature_collapse.jl,"plain_hrp",1,53
cyclomatic,test/test_13d_feature_collapse.jl,"block_features",2,68
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,113
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,120
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,129
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,146
cyclomatic,test/test_13d_feature_collapse.jl,"mk_st",1,233
cyclomatic,test/test_13d_feature_collapse.jl,"mk_nco",1,239
cyclomatic,test/test_13d_feature_collapse.jl,"stacked_wi",1,246
cyclomatic,test/test_13d_feature_collapse.jl,"clustered_wi",2,247
cyclomatic,test/test_13d_feature_collapse.jl,"mk_st",1,282
cyclomatic,test/test_13d_feature_collapse.jl,"mk_nco",1,289
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,346
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,367
cyclomatic,test/test_13d_feature_collapse.jl,"herc",1,405
cyclomatic,test/test_13d_feature_collapse.jl,"herc",1,461
cyclomatic,test/test_13d_feature_collapse.jl,"herc",1,488
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,555
cyclomatic,test/test_13d_feature_collapse.jl,"<anonymous>",1,556
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,106
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,108
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,110
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,118
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,119
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,121
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,129
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,130
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,132
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,140
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,141
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,143
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,151
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,152
cyclomatic,test/test_17b_herc_schur.jl,"<anonymous>",1,154
cyclomatic,test/test_18j_formulations.jl,"opt_l2",1,424
cyclomatic,test/test_18j_formulations.jl,"w_of",1,426
cyclomatic,test/test_18j_formulations.jl,"opt",1,448
cyclomatic,test/test_18j_formulations.jl,"ena_p",1,449
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,94
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,148
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,149
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,150
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,151
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,152
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,153
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,409
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,410
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,411
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,412
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,413
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,414
cyclomatic,test/test_18l_misc.jl,"<anonymous>",1,426
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,40
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,53
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,192
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,224
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,225
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,318
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,319
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,320
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,322
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,324
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,326
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,328
cyclomatic,test/test_18m_return_multiplicity.jl,"<anonymous>",1,330
cyclomatic,test/test_18n_frontier_sweep_cap.jl,"<anonymous>",2,93
cyclomatic,test/test_18n_frontier_sweep_cap.jl,"<anonymous>",1,115
cyclomatic,test/test_18n_frontier_sweep_cap.jl,"<anonymous>",1,129
cyclomatic,test/test_18p_combination_weight.jl,"ret_opt",1,21
cyclomatic,test/test_18p_combination_weight.jl,"risk_r",1,25
cyclomatic,test/test_18p_combination_weight.jl,"<anonymous>",1,75
cyclomatic,test/test_18p_combination_weight.jl,"<anonymous>",1,77
cyclomatic,test/test_18p_combination_weight.jl,"<anonymous>",1,80
cyclomatic,test/test_18p_combination_weight.jl,"<anonymous>",1,82
cyclomatic,test/test_18q_degeneracy_guard.jl,"rke_off",1,9
cyclomatic,test/test_18q_degeneracy_guard.jl,"<anonymous>",1,24
cyclomatic,test/test_18q_degeneracy_guard.jl,"<anonymous>",1,24
cyclomatic,test/test_18q_degeneracy_guard.jl,"<anonymous>",1,166
cyclomatic,test/test_18r_value_level_multiplicity.jl,"is_plot",2,324
cyclomatic,test/test_19_factor_risk_contribution.jl,"<anonymous>",1,71
cyclomatic,test/test_20_near_optimal_centering_optimisation.jl,"<anonymous>",1,218
cyclomatic,test/test_20_near_optimal_centering_optimisation.jl,"noc_solver_stalled",3,422
cyclomatic,test/test_21_subset_resampling_optimisarion.jl,"<anonymous>",1,82
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,17
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,19
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,20
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,22
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,23
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,24
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,71
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,72
cyclomatic,test/test_22c_views_fees.jl,"<anonymous>",1,76
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,344
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,345
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,353
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,354
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,370
cyclomatic,test/test_24_cross_validation.jl,"ldm",3,376
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,391
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,392
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,405
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,406
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,418
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,419
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,432
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,433
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,451
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,463
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,464
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,482
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,483
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,514
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,524
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,524
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,525
cyclomatic,test/test_24_cross_validation.jl,"ldm",3,554
cyclomatic,test/test_24_cross_validation.jl,"test_pred",8,586
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,627
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,902
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,903
cyclomatic,test/test_24_cross_validation.jl,"<anonymous>",1,904
cyclomatic,test/test_25_plotting.jl,"is_plot",2,6
cyclomatic,test/test_26_docs.jl,"catalogued_names",5,37
cyclomatic,test/test_26_docs.jl,"each_cap",2,57
cyclomatic,test/test_26_docs.jl,"leaf_types",3,72
cyclomatic,test/test_26_docs.jl,"<anonymous>",1,95
cyclomatic,test/test_26_docs.jl,"<anonymous>",2,106
cyclomatic,test/test_26_docs.jl,"<anonymous>",4,137
cyclomatic,test/test_26_docs.jl,"<anonymous>",5,168
cyclomatic,test/test_27_prefix_registration.jl,"track_model",2,34
cyclomatic,test/test_27_prefix_registration.jl,"trk_prefix",1,44
cyclomatic,test/test_27_prefix_registration.jl,"trk_prefix",1,45
cyclomatic,test/test_28_seam_lock.jl,"code_lines",8,47
cyclomatic,test/test_28_seam_lock.jl,"hit",1,103
cyclomatic,test/test_28_seam_lock.jl,"<anonymous>",1,120
cyclomatic,test/test_28_seam_lock.jl,"<anonymous>",1,127
cyclomatic,test/test_29_risk_measure_compatibility.jl,"jmp",1,39
cyclomatic,test/test_29_risk_measure_compatibility.jl,"leaf_risk_measures",2,68
cyclomatic,test/test_29_risk_measure_compatibility.jl,"<anonymous>",1,75
cyclomatic,test/test_29_risk_measure_compatibility.jl,"<anonymous>",1,76
cyclomatic,test/test_30_pipeline_base.jl,"make_prices",1,4
cyclomatic,test/test_30_pipeline_base.jl,"<anonymous>",1,154
cyclomatic,test/test_30_pipeline_base.jl,"<anonymous>",1,178
cyclomatic,test/test_30_pipeline_base.jl,"<anonymous>",1,215
